name	singer	title	sex	url	year	singer_sex
אריה	אבי טולדנו	לה מאמא_84	U	https://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=30&wrkid=13806	0	male
תכלת	אבי טולדנו	לחיים _85	U	https://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=30&wrkid=8665	0	male
תום	אבי טולדנו	מה אומרות עינייך_93	U	https://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=30&wrkid=2044	0	male
אחווה	אבי טולדנו	מה כבר ביקשתי_95	F	https://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=30&wrkid=37442	0	male
אביב	אבי טולדנו	מה כבר ביקשתי_95	F	https://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=30&wrkid=37442	0	male
אן	אבי טולדנו	מה נשמע_96	F	https://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=30&wrkid=20345	0	male
אושר	אבי טולדנו	נשמה_104	U	https://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=30&wrkid=4578	0	male
לילי	אבי טולדנו	על גבעות שיך אברק_116	F	https://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=30&wrkid=40	0	male
אמי	אבי טולדנו	עם רדת יום_117	F	https://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=30&wrkid=3905	0	male
חמדה	אבי טולדנו	קול קורא_121	F	https://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=30&wrkid=20406	0	male
יפה	אבי טולדנו	קוראים לי אבי טולדנו_122	F	https://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=30&wrkid=20407	0	male
אמי	אבי טולדנו	קוראים לי אבי טולדנו_122	F	https://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=30&wrkid=20407	0	male
